Kode Jasa,Nama Jasa,Kode Group,Kode Sub Group,Estimasi Waktu,Tipe Waktu,Harga Jual
BUBUT4SOKBAUTTENSIONER,BUBUT 4 SOK BAUT TENSIONER,HR,,2,HARI,130000.00
BUBUTRUMAHDINAMOSTATER,BUBUT RUMAH DINAMO STATER,OTHER,,45,MENIT,20000.00
BUBUTRUMAHKOPLING,BUBUT RUMAH KOPLING,HR,,2,JAM,95000.00
bubutrumahlahercruas,bubut rumah laher cruas,HR,,2,HARI,155000.00
BUBUTSEHER,BUBUT SEHER,HR,,20,JAM,65000.00
BUBUTSHOCKBEKER,BUBUT SHOCK BEKER,LR,,20,MENIT,20000.00
CABUTBAUT,CABUT BAUT KAMPAS,OTHER,,3,JAM,100000.00
CABUTBAUTKOP,CABUAT BAUT KOP,JR,,25,MENIT,30000.00
CAT0000,CAT,OTHER,,23,JAM,500000.00
CATCOVER,CAT COVER DRAND,OTHER,,24,JAM,950000.00
CATSAYAPDPNSCOOPY,CAT SAYAP DPN SCOOPY,HR,,1,JAM,80000.00
CC2,Claim C2,,,10,MENIT,18000.00
CEK,CEK MOTOR,LR,,10,MENIT,0.00
CEKLAMSAM,CEK LAMSAM,LR,,15,MENIT,30000.00
CEKMOTORGOYANG,CEK MOTOR GOYANG,OTHER,,30,MENIT,30000.00
CEKMOTORMATI-MATIAN,CEK MOTOR MATI-MATIAN,OTHER,,20,MENIT,25000.00
CEKMOTORMEREBET,CEK MOTOR MEREBET,LR,,30,MENIT,35000.00
CEKSTATER,CEK STATER,CS,,30,MENIT,15000.00
CENTERBODYBELAKANG,CENTER BODY BELAKANG,HR,,2,HARI,0.00
CENTERBODYDEPAN,CENTER BODY DEPAN,HR,,24,JAM,450000.00
CENTERGARPU,CENTER GARPU,HR,,2,HARI,0.00
CENTERPANGKONLAMPUDEPAN,CENTER PANGKON LAMPU DEPAN,HR,,2,HARI,50000.00
CENTERT,CENTER T,HR,,23,JAM,195000.00
COLBOSTER,JASA PASANG COLBOSTER,LR,,15,MENIT,0.00
COLTERBLOCK,COLTER BLOCK,HR,,6,JAM,100000.00
cp,cor pelek,HR,,1,HARI,335000.00
CRNK,CRANKCASE,HR,,1,HARI,200000.00
CVT ADV,CVT ADV,LR,,20,MENIT,72000.00
CVT PCX,CVT PCX,LR,,20,MENIT,37000.00
DRATBAUTKOP,DRAT BAUT KOP,HR,,2,JAM,70000.00
DY1X10010,PAKET SERVIS LENGKAP,LS,,1,JAM,0.00
ecu,control unit,LR,,30,MENIT,50000.00
engine mounting,engine mounting,LR,,1,HARI,300000.00
flw,perbaikan flywheel,LR,,30,MENIT,35000.00
FP,FUEL PUMP,LS,,30,MENIT,50000.00
FPP,FUEL PUMP PCX,LS,,45,MENIT,85000.00
GANJALLAHER,GANJAL LAHER,OTHER,,45,MENIT,15000.00
GANTI,GANTI PITINGAN LAMPU,OTHER,,5,MENIT,10000.00
ganti remote baru,ganti remote baru,LR,,15,MENIT,20000.00
GANTIBANLUARBELAKANGPCX,GANTI BAN LUAR BELAKANG PCX,LR,,30,MENIT,60000.00
GANTIBOS,GANTI BOS KLEP,OTHER,,15,MENIT,40000.00
GANTIBOSS,GANTI BOS DRIVE,OTHER,,5,MENIT,3000.00
GANTIKABELBODY,GANTI KABEL BODY,LR,,30,MENIT,75000.00
GANTIKACARETING,GANTI KACA RETING,OTHER,,30,MENIT,30000.00
GANTIKARETKOPLINGMANUAL,KARET KOPLING MANUAL,OTHER,,2,JAM,75000.00
GANTILAHERDRIVESHAFT,GANTI LAHER DRIVE SHAFT,LR,,30,MENIT,30000.00
GANTILAHERNOKENAS,GANTI LAHER NOKEN AS,HR,,2,JAM,50000.00
GANTIO-RINGTUTUPSHOCKDEPAN,GANTI O-RING TUTUP SHOCK DEPAN,LR,,40,MENIT,20000.00
GANTIPOMPARADIATOR,GANTI POMPA RADIATOR,LS,,30,MENIT,50000.00
GANTIRCM,GANTI RCM,HR,,45,MENIT,50000.00
GANTIRUJIJARIJARI,GANTI RUJI/JARI JARI,OTHER,,20,MENIT,20000.00
GANTISHOCKLAHER,GANTI SHOCK LAHER,LR,,45,MENIT,150000.00
GANTIVELGPCX,GANTI VELG PCX,LR,,30,MENIT,50000.00
GANTIWATERPUMP,GANTI WATER PUMP,OTHER,,45,MENIT,80000.00
GASKET,GANTI GASKET HEAD COVER,LR,,5,MENIT,20000.00
GULUNGSPULL,GULUNG SPULL,LR,,30,MENIT,70000.00
hbb,ganti cable rem belakang pcx,LR,,1,JAM,115000.00
hcd,ganti cable rem depan pcx,LR,,1,JAM,75000.00
HLO00001,Hello AHASS I Ban,LR,,42,MENIT,15000.00
HLO00002,Hello AHASS II Battery,LR,,12,MENIT,0.00
HLO00003,Hello AHASS III Busi,LR,,12,MENIT,0.00
HLO00004,Hello AHASS IV Brake,LR,,6,MENIT,15000.00
HUT54PSL1,HUT 54 ASTRA MOTOR CUB HARGA SERVICE/TUNE UP,CS,,45,MENIT,54000.00
HUT54PSL2,HUT 54 ASTRA MOTOR MATIC HARGA SERVICE/TUNE UP,CS,,45,MENIT,54000.00
HUT54PSL3,HUT 54 ASTRA MOTOR SPORT HARGA SERVICE/TUNE UP,CS,,45,MENIT,54000.00
HUTHSO53,Jasa Service Lengkap HUT HSO 53,CS,,45,MENIT,53000.00
IDL,PERBAIKAN IDLING,LR,,30,MENIT,25000.00
INJ170822,Paket Pembersihan Injeksi,LR,,30,MENIT,25000.00
inject,paket injector pcx,LS,,35,MENIT,35000.00
JASAPASANGMEMBRAN,JASA PASANG MEMBRAN,LR,,20,MENIT,30000.00
JASAPASANGPART,JASA PASANG PART,LR,,40,MENIT,40000.00
jbk,jasa bubut kop,HR,,2,JAM,165000.00
JP,JASA PASANG JARUM PLAMPUNG,OR+,,30,MENIT,25000.00
JPSS,"SIL SHOKBEKER,GANTI",LR,,15,MENIT,20000.00
JR,Job Return,JR,,10,MENIT,0.00
JS,JASA SERVIS RADIATOR,HR,,30,MENIT,45000.00
JS0000,GANTI HANDEL PCX,LR,,15,MENIT,15000.00
JS00000212,GANTUNGAN,OTHER,,5,MENIT,5000.00
JS00001,KPB1 / SERVIS GRATIS 1 CUB,ASS1,,18,MENIT,18000.00
JS00002,KPB2 / SERVIS GRATIS 2 CUB,ASS2,,18,MENIT,18000.00
JS00003,KPB3 / SERVIS GRATIS 3 CUB,ASS3,,18,MENIT,18000.00
JS00004,KPB4 / SERVIS GRATIS 4 CUB,ASS4,,18,MENIT,18000.00
JS00005,KPB1 / SERVIS GRATIS 1 MATIC,ASS1,,18,MENIT,18000.00
JS00006,KPB2 / SERVIS GRATIS 2 MATIC,ASS2,,18,MENIT,18000.00
JS00007,KPB3 / SERVIS GRATIS 3 MATIC,ASS3,,18,MENIT,18000.00
JS00008,KPB4 / SERVIS GRATIS 4 MATIC,ASS4,,18,MENIT,18000.00
JS00009,KPB1 / SERVIS GRATIS 1 SPORT,ASS1,,18,MENIT,18000.00
JS0001,GANTI THROTTLE BODY ASSY,OTHER,,45,MENIT,50000.00
JS00010,KPB2 / SERVIS GRATIS 2 SPORT,ASS2,,18,MENIT,20000.00
JS00011,KPB3 / SERVIS GRATIS 3 SPORT,ASS3,,18,MENIT,20000.00
JS000112,PIJAKAN KAKI KANAN,OTHER,,5,MENIT,10000.00
JS00012,KPB4 / SERVIS GRATIS 4 SPORT,ASS4,,18,MENIT,20000.00
JS000121,GANTI STUT KAMBRAT,OTHER,,30,MENIT,35000.00
JS000122,PASANG BAUT,OTHER,,5,MENIT,5000.00
JS00013,KPB1 / SERVIS GRATIS 1 CBU,ASS1,,18,MENIT,18000.00
JS00014,KPB2 / SERVIS GRATIS 2 CBU,ASS2,,18,MENIT,20000.00
JS00015,KPB3 / SERVIS GRATIS 3 CBU,ASS3,,18,MENIT,20000.00
JS00016,KPB4 / SERVIS GRATIS 4 CBU,ASS4,,18,MENIT,20000.00
JS00017,PAKET SERVICE LENGKAP CUB,CS,,45,MENIT,70000.00
JS00018,PAKET SERVICE LENGKAP MATIC,CS,,45,MENIT,70000.00
JS00019,PAKET SERVICE LENGKAP SPORT,CS,,45,MENIT,100000.00
JS00020,PAKET SERVICE LENGKAP CBU,CS,,45,MENIT,90000.00
JS00023,PASANG STRIPE DEPAN,OTHER,,15,MENIT,30000.00
JS00025,GANTI OLI PLUS,OR+,,10,MENIT,4000.00
JS000251,GANTI BATERAI REMOTE,OTHER,,10,MENIT,5000.00
JS00026,JOB RETURN,JR,,10,MENIT,0.00
JS00027,CLAIM C2,,,1,JAM,18000.00
JS00028,BELAH MESIN / OVERHAUL CUB,HR,,24,JAM,300000.00
JS00029,BELAH MESIN / OVERHAUL MATIC,HR,,48,MENIT,320000.00
JS0003,GANTI SEAL MECHANICAL,OTHER,,45,MENIT,60000.00
JS00030,BELAH MESIN / OVERHAUL SPORT,HR,,4,HARI,300000.00
JS00031,BELAH MESIN / OVERHAUL CBU,HR,,4,HARI,300000.00
JS00032,BELAH MESIN / OVERHAUL CS-1,HR,,4,HARI,320000.00
JS000329,GANTI OLI GARDAN,OR+,,5,MENIT,4000.00
JS00033,BELAH MESIN KANAN CUB,LR,,1,JAM,40000.00
JS00034,BELAH MESIN KANAN MATIC,LR,,1,JAM,50000.00
JS00035,BELAH MESIN KANAN SPORT,LR,,1,JAM,50000.00
JS00036,BELAH MESIN KANAN CBU,LR,,1,JAM,50000.00
JS00037,BELAH MESIN KANAN CS-1,LR,,1,JAM,45000.00
JS00038,BELAH MESIN KIRI CUB,LR,,1,JAM,30000.00
JS00039,BELAH MESIN KIRI MATIC,LR,,1,JAM,40000.00
JS00040,BELAH MESIN KIRI SPORT,LR,,1,JAM,40000.00
JS00041,BELAH MESIN KIRI CBU,LR,,1,JAM,40000.00
JS00042,BELAH MESIN KIRI CS-1,LR,,1,JAM,35000.00
JS00043,SKIR KLEP / TOP OVERHAUL CUB,LR,,1,HARI,150000.00
JS00044,SKIR KLEP / TOP OVERHAUL MATIC,LR,,1,HARI,250000.00
JS00045,SKIR KLEP / TOP OVERHAUL SPORT,LR,,1,HARI,200000.00
JS00046,SKIR KLEP / TOP OVERHAUL CBU,LR,,1,HARI,200000.00
JS000464,BONGKAR GARDAN,HR,,15,MENIT,35000.00
JS00047,SKIR KLEP / TOP OVERHAUL TIGER,LR,,1,HARI,200000.00
JS00048,SKIR KLEP / TOP OVERHAUL CS-1,LR,,1,HARI,190000.00
JS00049,BUBUT BAUT KALIPER,LR,,3,JAM,35000.00
JS00050,CEK KAMRAT,LR,,30,MENIT,20000.00
JS00051,CEK KLISTRIKAN,LR,,30,MENIT,25000.00
JS00052,CEK MESIN KASAR,LR,,30,MENIT,20000.00
JS000521,PEMBERSIHAN SAKLAR DIMMER,OTHER,,20,MENIT,30000.00
JS000523,GANTI STANG,LR,,23,JAM,80000.00
JS00053,CEK OLI REMBES,LR,,30,MENIT,10000.00
JS00054,CENTER BODY,HR,,4,HARI,750000.00
JS00055,DRAT TAP OIL,LR,,1,HARI,60000.00
JS00056,GANTI BRUSH TERMINAL START CUB,LR,,30,MENIT,35000.00
JS00057,GANTI BRUSH TERMINAL START MATIC,LR,,30,MENIT,40000.00
JS00058,GANTI BRUSH TERMINAL START SPORT,LR,,30,MENIT,45000.00
JS00059,GANTI CYLINDER SET MASTER REM BELAKANG,LR,,30,MENIT,55000.00
JS00060,GANTI CYLINDER SET MASTER REM DEPAN,LR,,30,MENIT,35000.00
JS00061,GANTI INJECTOR,LR,,30,MENIT,35000.00
JS00062,GANTI V-BELT  PLUS  BEARING CVT,LR,,30,MENIT,55000.00
JS00063,GANTI V-BELT  PLUS  GANTI BERING PULLEY,LR,,30,MENIT,60000.00
JS00064,GANTI V-BELT  PLUS  WEIGHT SET,LR,,30,MENIT,60000.00
JS00065,GANTI V-BELT MATIC,LR,,30,MENIT,50000.00
JS00066,GANTI WEIGHT CLUTCH MATIC,LR,,30,MENIT,55000.00
JS00067,GANTI BAUT RODA BELAKANG,LR,,30,MENIT,15000.00
JS00068,GANTI BEARING PULLEY MATIC,LR,,30,MENIT,55000.00
JS00069,GANTI BURSTEP CUB,LR,,30,MENIT,15000.00
JS00070,GANTI CABLE BODY CUB,LR,,30,MENIT,35000.00
JS00071,GANTI CABLE BODY MATIC,LR,,30,MENIT,45000.00
JS00072,GANTI CABLE BODY SPORT,LR,,30,MENIT,50000.00
JS00073,GANTI CABLE GAS SPORT,LR,,30,MENIT,17000.00
JS00074,GANTI DINAMO START,LR,,30,MENIT,20000.00
JS00075,GANTI FUEL PUMP,LR,,30,MENIT,50000.00
JS00076,GANTI KALIPER FR,LR,,30,MENIT,30000.00
JS00077,GANTI KEY SET CUB,LR,,30,MENIT,45000.00
JS00078,GANTI KEY SET MATIC,LR,,30,MENIT,45000.00
JS00079,GANTI KEY SET SPORT,LR,,30,MENIT,50000.00
JS00080,GANTI LIFTER ASSY TENSIONER,LR,,30,MENIT,30000.00
JS00081,GANTI MAIN STAND,LR,,30,MENIT,25000.00
JS00082,GANTI PGM-FI,LR,,30,MENIT,80000.00
JS00083,GANTI RITTING,LR,,10,MENIT,10000.00
JS00084,GANTI SLANG RADIATOR,LR,,30,MENIT,40000.00
JS00085,GANTI SOCKET LAMPU DEPAN MATIC,LR,,30,MENIT,18000.00
JS00086,GANTI STANG STIR,LR,,30,MENIT,25000.00
JS00087,GANTI SWITCH REM BELAKANG,LR,,30,MENIT,15000.00
JS000874,SERVIS KUNCI SADEL PCX,LR,,30,MENIT,35000.00
JS00088,GANTI SWITCH REM DEPAN,LR,,30,MENIT,20000.00
JS00089,GANTI SWING ARM,LR,,30,MENIT,60000.00
JS00090,GANTI ADJUSTER CHAIN,LR,,10,MENIT,10000.00
JS00092,GANTI ALTERNATOR,LR,,30,MENIT,30000.00
JS00093,GANTI AS RODA DEPAN,LR,,10,MENIT,20000.00
JS00094,GANTI BAN LUAR BELAKANG CUB,LR,,30,MENIT,18000.00
JS00095,GANTI BAN DALAM BELAKANG CUB,LR,,30,MENIT,18000.00
JS00096,GANTI KAMPAS REM TROMOL BELAKANG CUB,LR,,30,MENIT,25000.00
JS00097,GANTI KAMPAS REM TROMOL DEPAN CUB,LR,,30,MENIT,15000.00
JS00098,GANTI BAN LUAR BELAKANG MATIC,LR,,30,MENIT,35000.00
JS00099,GANTI BAN DALAM BELAKANG MATIC,LR,,30,MENIT,25000.00
JS001,SERVIS SPIDOMETER,LR,,15,MENIT,35000.00
JS00100,GANTI KAMPAS REM TROMOL BELAKANG MATIC,LR,,30,MENIT,25000.00
JS00101,GANTI KAMPAS REM TROMOL DEPAN MATIC,LR,,30,MENIT,15000.00
JS00102,GANTI BAN LUAR BELAKANG SPORT,LR,,30,MENIT,25000.00
JS00103,GANTI BAN DALAM BELAKANG SPORT,LR,,30,MENIT,25000.00
JS00104,GANTI KAMPAS REM TROMOL BELAKANG SPORT,LR,,30,MENIT,27000.00
JS00105,GANTI KAMPAS REM TROMOL DEPAN SPORT,LR,,30,MENIT,27000.00
JS00106,GANTI BAN LUAR DEPAN CUB,LR,,30,MENIT,15000.00
JS00107,GANTI BAN DALAM DEPAN CUB,LR,,30,MENIT,15000.00
JS00108,GANTI BAN LUAR DEPAN MATIC,LR,,30,MENIT,18000.00
JS00109,GANTI BAN DALAM DEPAN MATIC,LR,,30,MENIT,18000.00
JS0011,GANTI PIECE SLIDE PCX,LR,,15,MENIT,20000.00
JS00110,GANTI BAN LUAR DEPAN SPORT,LR,,30,MENIT,20000.00
JS00111,GANTI BAN DALAM DEPAN SPORT,LR,,30,MENIT,20000.00
JS00112,GANTI BATTERY,LR,,15,MENIT,10000.00
JS00113,GANTI BAUT GEAR BELAKANG,LR,,30,MENIT,25000.00
JS001130,PIJAKAN KAKI KIRI,OTHER,,5,MENIT,10000.00
JS00114,GANTI BAUT KNALPOT,LR,,30,MENIT,10000.00
JS00115,GANTI BEARING CVT,LR,,30,MENIT,30000.00
JS00116,GANTI BEARING GEAR BELAKANG,LR,,30,MENIT,16000.00
JS00118,GANTI BEARING RODA BELAKANG CUB,LR,,30,MENIT,18000.00
JS00119,GANTI BEARING RODA BELAKANG MATIC,LR,,30,MENIT,18000.00
JS0012,GANTI SENSOR TP,OTHER,,30,MENIT,35000.00
JS00120,GANTI BEARING RODA BELAKANG SPORT,LR,,30,MENIT,20000.00
JS00121,GANTI BEARING RODA DEPAN CUB,LR,,30,MENIT,16000.00
JS00122,GANTI BEARING RODA DEPAN MATIC,LR,,30,MENIT,16000.00
JS00123,GANTI BEARING RODA DEPAN SPORT,LR,,30,MENIT,18000.00
JS00124,GANTI BEARING TRANSMISI MATIC,LR,,30,MENIT,70000.00
JS00125,GANTI BOLA LAMPU BELAKANG,LR,,30,MENIT,5000.00
JS00126,GANTI BOLA LAMPU DEPAN,LR,,30,MENIT,10000.00
JS00127,GANTI BOLA LAMPU RITTING BELAKANG,LR,,30,MENIT,5000.00
JS00128,GANTI BOLA LAMPU RITTING DEPAN,LR,,30,MENIT,10000.00
JS00129,GANTI BOSHING ARM,LR,,30,MENIT,80000.00
JS00130,GANTI BOX BAGASI/LUGGAGE,LR,,30,MENIT,15000.00
JS00131,GANTI BRAKE LOCK,LR,,30,MENIT,15000.00
JS00132,GANTI CABLE CHOKE,LR,,30,MENIT,10000.00
JS00133,GANTI CABLE GAS CUB,LR,,30,MENIT,15000.00
JS00134,GANTI CABLE GAS MATIC,LR,,30,MENIT,25000.00
JS00135,GANTI CABLE HARNES SPEEDOMETER,LR,,30,MENIT,35000.00
JS00136,GANTI CABLE KOPLING,LR,,30,MENIT,10000.00
JS00137,GANTI CABLE REM BELAKANG CAKRAM,LR,,30,MENIT,50000.00
JS00138,GANTI CABLE REM BELAKANG TROMOL,LR,,30,MENIT,15000.00
JS00139,GANTI CABLE REM DEPAN CAKRAM,LR,,30,MENIT,40000.00
JS00140,GANTI CABLE REM DEPAN TROMOL,LR,,30,MENIT,15000.00
JS00141,GANTI CABLE SPEEDOMETER,LR,,30,MENIT,10000.00
JS00142,GANTI CAKRAM DEPAN CUB,LR,,30,MENIT,18000.00
JS00143,GANTI CAKRAM DEPAN MATIC,LR,,30,MENIT,18000.00
JS00144,GANTI CAKRAM DEPAN SPORT,LR,,30,MENIT,20000.00
JS00145,GANTI COVER CUB,LR,,30,MENIT,20000.00
JS00146,GANTI COVER MATIC,LR,,30,MENIT,25000.00
JS00147,GANTI COVER SPORT,LR,,30,MENIT,30000.00
JS00148,GANTI DAMPER/KARET TROMOL,LR,,30,MENIT,15000.00
JS00149,GANTI DISC BRAKE RR,LR,,30,MENIT,30000.00
JS0015,PASANG EMLEM,LR,,15,MENIT,5000.00
JS00150,GANTI DISC BRAKE FR,LR,,30,MENIT,20000.00
JS00151,GANTI FENDER BELAKANG CUB,LR,,30,MENIT,35000.00
JS00152,GANTI FENDER BELAKANG MATIC,LR,,30,MENIT,40000.00
JS00153,GANTI FENDER BELAKANG SPORT,LR,,30,MENIT,45000.00
JS00154,GANTI FUEL UNIT,LR,,30,MENIT,25000.00
JS00155,GANTI FUSE / SKRING,LR,,30,MENIT,10000.00
JS00156,GANTI GASKET TIMING,LR,,30,MENIT,10000.00
JS00157,GANTI GASKET TRANSMISI,LR,,30,MENIT,80000.00
JS00158,GANTI GEAR DEPAN SPORT,LR,,30,MENIT,15000.00
JS00159,GANTI GEAR KICK START MATIC,LR,,30,MENIT,15000.00
JS00160,GANTI GEAR POMPA OIL CUB/SPROCKET CAM CHAIN,LR,,30,MENIT,50000.00
JS00161,GANTI GEAR BOX SPIDOMETER,LR,,30,MENIT,15000.00
JS00162,GANTI GEARSET  PLUS  BEARING RODA BELAKANG SPORT,LR,,30,MENIT,65000.00
JS00163,GANTI GEARSET  PLUS  BEARING RODA BELAKANG CUB,LR,,30,MENIT,30000.00
JS00164,GANTI GEARSET  PLUS  KAMPAS REM BELAKANG TROMOL SP,LR,,30,MENIT,50000.00
JS00165,GANTI GEARSET  PLUS  KAMPAS REM BELAKANG TROMOL CU,LR,,30,MENIT,30000.00
JS00166,GANTI GEARSET CUB,LR,,30,MENIT,25000.00
JS00167,GANTI GEARSET SPORT,LR,,30,MENIT,43000.00
JS00168,GANTI WEIGHT SET CLUTCH/KAMPAS KOPLING,LR,,30,MENIT,50000.00
JS00169,GANTI KAMRAT CUB,LR,,30,MENIT,35000.00
JS00170,GANTI KAMRAT MATIC,LR,,30,MENIT,60000.00
JS00171,GANTI KAMRAT SPORT,LR,,30,MENIT,50000.00
JS00172,GANTI KARET BOOT,LR,,30,MENIT,15000.00
JS00173,GANTI KARET BURSTEP DEPAN,LR,,30,MENIT,10000.00
JS00174,GANTI KNALPOT,LR,,30,MENIT,20000.00
JS00175,GANTI LAMPU BELAKANG ASSY,LR,,30,MENIT,35000.00
JS00176,GANTI LAMPU DEPAN KECIL,LR,,30,MENIT,10000.00
JS00177,GANTI LAMPU SPEEDOMTR,LR,,30,MENIT,10000.00
JS00178,GANTI LENSA SPIDOMETER,LR,,30,MENIT,15000.00
JS00179,GANTI LENSA TAILLIGHT,LR,,30,MENIT,10000.00
JS00180,GANTI LEVER CHOKE,LR,,30,MENIT,5000.00
JS00181,GANTI MASTER ASSY REM FR,LR,,30,MENIT,20000.00
JS00182,GANTI MINYAK REM,LR,,30,MENIT,15000.00
JS00183,GANTI MOVEABLE DRIVE,LR,,30,MENIT,45000.00
JS00185,GANTI OIL SHOCK DEPAN,LR,,30,MENIT,35000.00
JS00186,Jasa Pasang Spion matic,OTHER,,10,MENIT,10000.00
JS00187,GANTI O-RING PUMP,LR,,30,MENIT,15000.00
JS00188,GANTI PANEL RR BRAKE,LR,,30,MENIT,25000.00
JS00189,GANTI PEDAL PERSNELING,LR,,30,MENIT,10000.00
JS00190,GANTI PIPE SHOCK DEPAN,LR,,30,MENIT,35000.00
JS00191,GANTI PROTECTOR MUFFLER,LR,,30,MENIT,5000.00
JS00192,GANTI RANTAI,LR,,30,MENIT,30000.00
JS00193,GANTI RANTAI RODA CBU,LR,,30,MENIT,10000.00
JS00194,GANTI RANTAI RODA CUB,LR,,30,MENIT,10000.00
JS00195,GANTI RANTAI RODA SPORT,LR,,30,MENIT,10000.00
JS00196,GANTI REGULATOR,LR,,30,MENIT,25000.00
JS00197,GANTI RELAY RITTING,LR,,30,MENIT,15000.00
JS00198,GANTI RELAY START,LR,,30,MENIT,20000.00
JS00199,GANTI RUBBER BUSH ENGINE HANGER MATIC,LR,,30,MENIT,50000.00
JS002,SERVIS DINAMU STARTER,LS,,15,MENIT,30000.00
JS00200,BONGKAR PASANG BAN,LR,,30,MENIT,35000.00
JS00201,GANTI LAHER CRANKCASE,LR,,30,MENIT,100000.00
JS00202,GANTI SEAL GASKET RADIATOR,LR,,30,MENIT,60000.00
JS00203,GANTI SEAL SHOCK DEPAN CUB,LR,,30,MENIT,35000.00
JS00204,GANTI SEAL SHOCK MATIC,LR,,30,MENIT,45000.00
JS00205,GANTI SEAL SHOCK DEPAN SPORT,LR,,30,MENIT,55000.00
JS00206,GANTI SEAT LOCK COMP,LR,,30,MENIT,25000.00
JS00207,GANTI SHAFT MAIN STAND,LR,,30,MENIT,25000.00
JS00208,GANTI SHOCK BELAKANG CUB,LR,,30,MENIT,30000.00
JS00209,GANTI SHOCK BELAKANG MATIC,LR,,30,MENIT,40000.00
JS0021,SERVIS DINAMO,OTHER,,15,MENIT,35000.00
JS00210,GANTI SHOCK BELAKANG SPORT,LR,,30,MENIT,40000.00
JS00211,GANTI SHOCK DEPAN CUB,LR,,30,MENIT,30000.00
JS002111,GANTI KAMPAS KOPLING TIGER,OTHER,,1,JAM,50000.00
JS00212,GANTI SHOCK DEPAN MATIC,LR,,30,MENIT,45000.00
JS00213,GANTI SHOCK DEPAN SPORT,LR,,30,MENIT,40000.00
JS00214,GANTI SIDE STAND,LR,,30,MENIT,10000.00
JS00215,GANTI SOCKET LAMPU DEPAN CUB,LR,,30,MENIT,12000.00
JS00216,GANTI SOCKET LAMPU DEPAN SPORT,LR,,30,MENIT,15000.00
JS00217,GANTI SPEEDOMETER ASSY,LR,,30,MENIT,25000.00
JS00218,GANTI SPION KIRI,LR,,30,MENIT,10000.00
JS00219,GANTI SPRING PULLEY,LR,,30,MENIT,55000.00
JS002199,MIRROR GANTI,LR,,30,MENIT,5000.00
JS0022,GANTI FACE SET DRIVEN,OTHER,,1,JAM,50000.00
JS00220,GANTI SPRING SHOCK DEPAN,LR,,30,MENIT,20000.00
JS00221,GANTI STAY WINKER,LR,,30,MENIT,10000.00
JS00222,GANTI SWITCH CHANGE,LR,,30,MENIT,10000.00
JS00223,GANTI SWITCH SENSOR,LR,,30,MENIT,10000.00
JS00224,GANTI TANK BENSIN,LR,,30,MENIT,40000.00
JS00225,GANTI TRANSMISI MATIC,LR,,30,MENIT,80000.00
JS00226,GANTI VELG,LR,,30,MENIT,25000.00
JS00227,KURAS TANGKI BENSIN,LR,,30,MENIT,125000.00
JS00228,PERBAIKAN BODY GETAR,LR,,30,MENIT,25000.00
JS00229,PERBAIKAN CABLE HORN,LR,,30,MENIT,15000.00
JS0023,PEMBERSIHAN THROTTLE BODY,OTHER,,30,MENIT,30000.00
JS00230,PERBAIKAN CABLE KELISTRIKAN,LR,,8,JAM,200000.00
JS00231,PERBAIKAN KELISTRIKAN,LR,,30,MENIT,50000.00
JS00232,PERBAIKAN KRAN BENSIN,LR,,30,MENIT,10000.00
JS00233,PERBAIKAN LAMPU DEPAN,LR,,30,MENIT,10000.00
JS00234,PERBAIKAN LAMPU BELAKANG,LR,,30,MENIT,10000.00
JS00235,PERBAIKAN LAMPU NETRAL,LR,,30,MENIT,10000.00
JS00236,PERBAIKAN MAGNET STATER,LR,,30,MENIT,20000.00
JS00237,PERBAIKAN FRAME RANGKA,LR,,30,MENIT,35000.00
JS00239,POTONG RANTAI,LR,,30,MENIT,10000.00
JS00240,PERBAIKAN KICK STATER,LR,,30,MENIT,15000.00
JS00241,PRESS SEGITIGA,HR,,30,MENIT,230000.00
JS00242,PRESS VELG,LR,,30,MENIT,150000.00
JS00243,PASANG CLAM LAMPU,LR,,30,MENIT,10000.00
JS00244,PASANG KALIPER FR,LR,,30,MENIT,15000.00
JS00245,PASANG KALIPER RR,LR,,30,MENIT,25000.00
JS00246,PASANG RING GEAR RR,LR,,30,MENIT,10000.00
JS00247,PASANG STRIPE,LR,,30,MENIT,50000.00
JS00249,STEL SHOCK BEKER,LR,,30,MENIT,35000.00
JS00250,TAMBAH AIR AKI,LR,,10,MENIT,5000.00
JS00251,GANTI SEAL DAMPER SHOCK BELAKANG,LR,,15,MENIT,30000.00
JS00252,GANTI KAMPAS CAKRAM CUB,LR,,20,MENIT,10000.00
JS00253,GANTI KAMPAS TROMOL CUB,LR,,20,MENIT,10000.00
JS00254,PEMBERSIHAN KAMPAS TROMOL CUB,LR,,20,MENIT,10000.00
JS00255,GANTI KAMPAS CAKRAM MATIC,LR,,20,MENIT,10000.00
JS00256,GANTI KAMPAS TROMOL MATIC,LR,,20,MENIT,10000.00
JS00257,PEMBERSIHAN KAMPAS TROMOL MATIC,LR,,20,MENIT,10000.00
JS00258,GANTI KAMPAS CAKRAM CBU,LR,,20,MENIT,12000.00
JS00259,GANTI KAMPAS CAKRAM SPORT,LR,,20,MENIT,12000.00
JS00260,GANTI KAMPAS TROMOL SPORT,LR,,20,MENIT,12000.00
JS00261,PEMBERSIHAN KAMPAS TROMOL SPORT,LR,,20,MENIT,12000.00
JS00262,PEMBERSIHAN KAMPAS CAKRAM CUB,LR,,20,MENIT,11000.00
JS00263,PEMBERSIHAN KAMPAS CAKRAM MATIC,LR,,20,MENIT,11000.00
JS00264,PEMBERSIHAN KAMPAS CAKRAM CBU,LR,,20,MENIT,13000.00
