Kode Jasa,Nama Jasa,Kode Group,Kode Sub Group,Estimasi Waktu,Tipe Waktu,Harga Jual
JS00265,PEMBERSIHAN KAMPAS CAKRAM SPORT,LR,,20,MENIT,13000.00
JS00266,PEMBERSIHAN CVT,LR,,20,MENIT,18000.00
JS00267,KURAS TANGKI CUB,LR,,30,MENIT,25000.00
JS00268,KURAS TANGKI MATIC,LR,,30,MENIT,30000.00
JS00269,KURAS TANGKI SPORT,LR,,40,MENIT,30000.00
JS0027,PEMBERSIHAN KOPLING PCX,OTHER,,30,MENIT,35000.00
JS00270,KURAS TANGKI CBU,LR,,40,MENIT,40000.00
JS00271,ISI ANGIN NITROGEN 1 BAN,LS,,5,MENIT,5000.00
JS00272,ISI ANGIN NITROGEN 2 BAN,LS,,5,MENIT,10000.00
JS00273,BERSIHIN SARINGAN BENSIN,LS,,5,MENIT,15000.00
JS00274,INJECTOR CLEANER,LS,,10,MENIT,25000.00
JS00275,GANTI V-BELT,LR,,30,MENIT,35000.00
JS00276,GANTI BALON DEPAN,LR,,10,MENIT,17000.00
JS00277,GANTI BALON BELAKANG/STOP BESAR,LR,,10,MENIT,5000.00
JS00278,GANTI KAMPAS REM DEPAN,LR,,30,MENIT,25000.00
JS00279,GANTI KAMPAS REM BELAKANG,LR,,30,MENIT,35000.00
JS00280,GANTI BAN LUAR BELAKANG,LR,,20,MENIT,35000.00
JS00281,GANTI BAN LUAR DEPAN,LR,,20,MENIT,25000.00
JS00282,GANTI BAN DALAM,LR,,20,MENIT,25000.00
JS00283,GANTI KABEL SPIDOMETER,LR,,20,MENIT,15000.00
JS00284,GANTI SARINGAN UDARA,LR,,20,MENIT,10000.00
JS00285,GANTI AKI,LR,,10,MENIT,10000.00
JS00286,GANTI REGULATOR REC COMP/KIPROK,LR,,20,MENIT,15000.00
JS00287,GANTI BANTALAN BOLA,LR,,20,MENIT,10000.00
JS00288,GANTI BANTALAN JARUM,LR,,20,MENIT,10000.00
JS00289,SERVIS CVT,LS,,30,MENIT,45000.00
JS00290,GANTI FACE COMP MOVABLE,LR,,30,MENIT,35000.00
JS00291,GANTI CYLINDER SET MASTER/ SEAL MASTER,LR,,30,MENIT,20000.00
JS00292,GANTI OIL SEAL/SEAL KRU AS,LR,,20,MENIT,25000.00
JS00293,GANTI PISTON COMP VACCUM,LR,,20,MENIT,15000.00
JS00295,SERVIS ARM BELAKANG,LS,,20,MENIT,10000.00
JS00296,SERVIS KABEL GAS,LS,,20,MENIT,10000.00
JS00297,GANTI RANTAI/GEARSET CUB,LR,,30,MENIT,30000.00
JS00299,GANTI PIECE SLIDE,LR,,20,MENIT,17000.00
JS0030,PEMBERSIHAN SARINGAN POMPA,OTHER,,30,MENIT,30000.00
JS00300,GANTI SHOCK BEKER/CUSHION ASSY,LR,,30,MENIT,45000.00
JS00301,GANTI KABEL REM,LR,,20,MENIT,15000.00
JS00302,GANTI TOMBOL DEAM,LR,,10,MENIT,10000.00
JS00303,GANTI BALON MINIATUR,LR,,10,MENIT,10000.00
JS00304,GANTI AIR RADIATOR/COOLANT,LR,,10,MENIT,10000.00
JS00305,GANTI SEAL POMPA RADIATOR,HR,,30,MENIT,50000.00
JS00306,GANTI BALON STOP/REM,LR,,10,MENIT,10000.00
JS00307,GANTI O-RING,LR,,20,MENIT,5000.00
JS00308,SERVIS KABEL,LS,,20,MENIT,35000.00
JS0031,PASANG KOPLING,LR,,30,MENIT,30000.00
JS00311,GANTI KLAKSON / HORN COP,LR,,20,MENIT,15000.00
JS00313,GANTI COB BUSI /CAP ASSY NOISE,LR,,20,MENIT,11000.00
JS00314,GANTI TUTUP KNALPOT,LR,,10,MENIT,10000.00
JS00315,GANTI SELANG BENSIN,OTHER,,15,MENIT,10000.00
JS00316,JASA BONGKAR PASANG,HR,,5,JAM,100000.00
JS00318,GANTI BEARING KONES/RACE STEERING KIT,HR,,30,MENIT,105000.00
JS00319,STEL KONES,LS,,20,MENIT,25000.00
JS0032,GANTI LAHER RODA DEPAN PCX,OTHER,,30,MENIT,35000.00
JS00320,GANTI SEAL DRVEN FACE,LR,,20,MENIT,20000.00
JS00321,SERVIS REM,LS,,20,MENIT,15000.00
JS003213,GANTI SARINGAN UDARA PCX,LR,,10,MENIT,15000.00
JS00322,GANTI PINION,LR,,20,MENIT,30000.00
JS00323,PAKET SERVICE  LENGKAP PCX,CS,,45,MENIT,120000.00
JS00324,GANTI TUTUP TANGKI CADANGAN,LR,,20,MENIT,3000.00
JS00326,STEL RANTAI,LS,,20,MENIT,10000.00
JS00327,GANTI DIMMER / SAKLAR,LR,,20,MENIT,20000.00
JS00328,CEK MOTOR MATI,HR,,45,MENIT,35000.00
JS00329,PAKET SERVICE EXTRAPAKET SERVICE LENGKAP PLUS INJE,CS,,50,MENIT,95000.00
JS0033,STEL STUT KAMBRAT,LR,,15,MENIT,35000.00
JS00331,PASANG SAYAP BELAKANG,LR,,20,MENIT,40000.00
JS00332,GANTI RUBBER CLUTCH DAMPER,LR,,15,MENIT,5000.00
JS00334,STEL VELG,HR,,5,JAM,70000.00
JS00336,GANTI SWITCH REM,LR,,15,MENIT,20000.00
JS00337,GANTI KUNCI KONTAK,HR,,5,MENIT,50000.00
JS00338,SERVIS AS RODA BELAKANG,LR,,5,MENIT,10000.00
JS00339,GANTI BALON BELAKANG/STOP KECIL,LR,,10,MENIT,5000.00
JS00340,PEMBERSIHAN KAMPAS REM,LS,,30,MENIT,15000.00
JS00342,GANTI TUTUP RADIATOR,LR,,20,MENIT,10000.00
JS00343,LAMPU SEIN DEPAN,LR,,5,MENIT,25000.00
JS00344,GANTI OLI SHOCK,LR,,20,MENIT,50000.00
JS00345,GANTI LAMPU DEPAN ASSY,LR,,20,MENIT,25000.00
JS00346,GANTI BALON RETING,LR,,10,MENIT,10000.00
JS00347,GANTI COVER ASSY FR LOWER,LR,,30,MENIT,25000.00
JS00348,GANTI COVER ASSY INNER,LR,,30,MENIT,20000.00
JS00349,STEP P SET FLOOR / STEP FLOOR ASSY,LR,,20,MENIT,60000.00
JS00350,GANTI SLOP GAS,LR,,10,MENIT,10000.00
JS00351,GANTI TUTUP SEAL,LR,,20,MENIT,10000.00
JS00352,GANJEL BATOK DEPAN,LS,,10,MENIT,25000.00
JS00353,SERVIS RADIATOR,LS,,30,MENIT,50000.00
JS00354,BAUT,OTHER,,5,MENIT,10000.00
JS00355,STRUM AKI,LS,,30,MENIT,15000.00
JS00356,GANTI COIL COMP,HR,,30,MENIT,60000.00
JS00357,GANTI SPRING FRONT,LR,,20,MENIT,30000.00
JS00358,GANTI HANDEL REM KIRI,LR,,20,MENIT,25000.00
JS00359,GANTI HANDEL REM KANAN,LR,,20,MENIT,15000.00
JS0036,LENSA SEIN,OTHER,,30,MENIT,10000.00
JS00360,GANTI KABEL SADEL,LR,,20,MENIT,15000.00
JS00361,GANTI KABEL GAS,LR,,20,MENIT,15000.00
JS00362,GANTI PIRINGAN CAKRAM DEPAN MATIC,LR,,20,MENIT,45000.00
JS00363,GANTI COVER ASSY UNDER,LR,,30,MENIT,25000.00
JS00365,PEMBERSIHAN KAMPAS REM BELAKANG,LS,,30,MENIT,25000.00
JS00366,PEMBERSIHAN KAMPAS REM DEPAN,LS,,30,MENIT,20000.00
JS00368,STEL KLEP,LS,,20,MENIT,15000.00
JS00370,GANTI RANTAI KAMRAT,LR,,20,MENIT,50000.00
JS00371,GANTI RANTAI RODA/GEAR SET,LR,,20,MENIT,40000.00
JS00372,GANTI OUTER COMP CLUTCH/RUMAH KOPLING,LS,,45,MENIT,30000.00
JS00373,GANTI JOINT TREE,LR,,30,MENIT,20000.00
JS00374,GANTI SOCKET HEADLIGHT/PITINGAN LAMPU,LS,,10,MENIT,15000.00
JS00375,GANTI STATOR COMP/ SPULL,LR,,30,MENIT,50000.00
JS00376,GANTI FLASER RETING,LR,,10,MENIT,15000.00
JS00377,GANTI SEAL SHOCK,LR,,30,MENIT,45000.00
JS00378,JASA PASANG BALON,LR,,20,MENIT,10000.00
JS00381,SERVIS STARTER,LS,,10,MENIT,20000.00
JS00382,GANTI PISTON KIT/SEHER,LS,,30,MENIT,20000.00
JS00383,GANTI RING SET,LS,,5,MENIT,20000.00
JS00384,PASANG KARET KOPLING,LS,,5,MENIT,40000.00
JS00385,LAS TUTUP MESIN,OTHER,,5,MENIT,0.00
JS00386,JASA BONGKAR PASANG DEK,OTHER,,30,MENIT,50000.00
JS00387,GANTI CDI UNIT,LR,,30,MENIT,50000.00
JS00388,GANTI BATOK BELAKANG,LS,,5,MENIT,25000.00
JS00389,GANTI BATOK DEPAN,LR,,5,MENIT,25000.00
JS00390,WINKER ASSY,LR,,5,MENIT,30000.00
JS00391,GANTI SAKLAR STARTER,LR,,20,MENIT,15000.00
JS00392,CENTER PIRINGAN,LR,,5,MENIT,15000.00
JS00393,GANTI COVER R FLOOR SIDE,LR,,30,MENIT,20000.00
JS00394,GASKET KIT A,LS,,5,MENIT,10000.00
JS00395,GASKET KIT B,LS,,5,MENIT,10000.00
JS00396,SEAL CLEP,LR,,10,MENIT,20000.00
JS00398,SERVIS DONGKRAK,LS,,15,MENIT,10000.00
JS00399,SERVIS KABEL RETING,LS,,20,MENIT,10000.00
JS00400,GANTI GASKET / PAKING MANIPOL,LR,,20,MENIT,10000.00
JS00401,GANTI COVER FR BLK,LR,,30,MENIT,20000.00
JS00402,GANTI STEP ASSY FLOOR,LS,,5,MENIT,20000.00
JS00403,GANTI FENDER,LR,,30,MENIT,30000.00
JS00404,GANTI COVER L FLOOR SIDE,LR,,30,MENIT,20000.00
JS00405,GANTI SHAFT DRIVE,LR,,45,MENIT,50000.00
JS00406,PASANG STANG,HR,,5,MENIT,35000.00
JS00407,BUBUT PISTON,HR,,5,MENIT,35000.00
JS00408,GANTI SEAL MAGNET,LR,,20,MENIT,55000.00
JS00409,KIPAS PENDINGIN/FAN COMP,LS,,30,MENIT,25000.00
JS00410,SEAL,LS,,5,MENIT,14000.00
JS00411,GANTI UNIT HEAD LIGHT,LS,,5,MENIT,25000.00
JS00412,GANTI BOS DRIVE,LR,,10,MENIT,3000.00
JS00413,GANTI SEAL KOPLING,LS,,30,MENIT,40000.00
JS00414,CEK CARBU,LS,,20,MENIT,15000.00
JS00415,BUBUT SETELAN ANGIN CABURATOR,LR,,5,MENIT,60000.00
JS00416,GANTI RING TAP OIL,LS,,10,MENIT,2000.00
JS00417,BONGKAR PASANG TANGKI,LS,,30,MENIT,30000.00
JS00418,SERVIS KUNCI KONTAK,LS,,20,MENIT,25000.00
JS00419,GANTI COVER BODY,LR,,30,MENIT,25000.00
JS00420,GANTI COVER CENTER,LR,,30,MENIT,20000.00
JS00421,GANTI COVER ASSY HDL RR,LR,,30,MENIT,20000.00
JS00422,SHOCK TAP OIL,LS,,1,HARI,60000.00
JS00423,CEK RETING,LS,,5,MENIT,10000.00
JS00424,CEPER SHOCK BEKER,LS,,5,MENIT,10000.00
JS00425,SERVICE COVER,LS,,15,MENIT,20000.00
JS00426,STANDAR SHOCK DEPAN,LS,,5,MENIT,10000.00
JS00427,PASANG RETTING,LR,,15,MENIT,20000.00
JS00428,GANTI GARNISH,LR,,10,MENIT,10000.00
JS00429,GANTI COVER INNER LOWER,LR,,30,MENIT,25000.00
JS00430,GANTI COVER RACK,LR,,5,MENIT,20000.00
JS00431,GANTI COVER FRONT,LR,,30,MENIT,20000.00
JS00432,GANTI COVER L FR,LR,,15,MENIT,25000.00
JS00433,GANTI COVER FR TOP,LR,,30,MENIT,20000.00
JS00434,SERVICE THROTTLE BODY ASSY,HR,,45,MENIT,20000.00
JS00435,PASANG VELG,LS,,5,MENIT,40000.00
JS00436,GANTI LAHER RODA DEPAN,LR,,30,MENIT,25000.00
JS00437,GANTI RADIATOR COMP,HR,,5,MENIT,300000.00
JS00438,CON ROD KIT,LR,,5,MENIT,20000.00
JS00439,LAHER STANG KECIL,LR,,5,MENIT,30000.00
JS00440,GANTI RELAY WINKER,LR,,15,MENIT,15000.00
JS00441,GANTI TOMBOL KLAKSON/ UNIT HORN,LR,,20,MENIT,10000.00
JS00443,PASANG SHOCK,LS,,5,MENIT,20000.00
JS00444,SERVIS REFLEKTOR,LS,,15,MENIT,10000.00
JS00445,CEK BALON,LS,,5,MENIT,10000.00
JS00447,BUBUT BAUT CVT,LR,,5,MENIT,35000.00
JS00448,CEK LAMPU DEPAN,LS,,10,MENIT,10000.00
JS00449,CEK STARTER,LS,,15,MENIT,15000.00
JS00450,PASANG KUNCI KONTAK,LR,,5,MENIT,20000.00
JS00451,SERVIS STANG,LS,,5,MENIT,10000.00
JS00452,SERVIS BATOK,LS,,15,MENIT,20000.00
JS00453,CEK CVT,LS,,30,MENIT,20000.00
JS00457,ISI ANGIN  NITROGEN,LS,,5,MENIT,5000.00
JS00458,SAKLAR RETTING/ SW UNIT WINKER,LR,,10,MENIT,10000.00
JS00459,COVER RR CENTER,LR,,5,MENIT,10000.00
JS00460,CEK BAN,LS,,10,MENIT,10000.00
JS00461,PASANG KNALPOT,LR,,20,MENIT,10000.00
JS00462,GANTI ROLLER,LR,,30,MENIT,25000.00
JS00463,SERVIS RODA BELAKANG,LS,,5,MENIT,10000.00
JS00464,SERVIS DEK,LR,,5,MENIT,10000.00
JS00465,PASANG KARET ARM,LR,,5,MENIT,50000.00
JS00466,GANTI COVER INNER UPPER,LR,,30,MENIT,25000.00
JS00467,GANTI PAK KOP,LR,,10,MENIT,15000.00
JS00468,SERVIS STARTER KAKI,LS,,10,MENIT,20000.00
JS00469,GANTI KARET DONGKRAK,LR,,10,MENIT,15000.00
JS00470,SEAL MEKANIKAL,LR,,5,MENIT,50000.00
JS00471,PASANG LENGAN AYUN,HR,,5,MENIT,50000.00
JS00472,PEMBERSIHAN KNALPOT,LS,,5,MENIT,10000.00
JS00473,RESET MODE,LR,,15,MENIT,20000.00
JS00474,SETEL KABEL KOPLING,LR,,5,MENIT,10000.00
JS00475,LAS PEGANGAN DONGKRAK,HR,,5,MENIT,145000.00
JS00476,PASANG STANG SEHER,HR,,5,JAM,100000.00
JS00477,PASANG CATOK,LR,,5,MENIT,10000.00
JS00478,KOLTER BLOCK  PLUS  PASANG STANG,HR,,2,HARI,150000.00
JS00479,PEMBERSIHAN KAMPAS KOPLING,LS,,5,MENIT,10000.00
JS00480,SERVIS PELAMPUNG MINYAK,LR,,5,MENIT,25000.00
JS00481,GANTI GASKET,LR,,10,MENIT,15000.00
JS00482,STEL STANG,LR,,20,MENIT,20000.00
JS00483,LEPAS SARINGAN,LS,,5,MENIT,10000.00
JS00484,PASANG RANTAI,LS,,5,MENIT,15000.00
JS00485,PASANG KARET BODY,LR,,30,MENIT,50000.00
JS00488,SERVIS KLAKSON,LS,,15,MENIT,10000.00
JS00489,GANTI COLBOSTER/ BRUSH SET,LR,,20,MENIT,60000.00
JS00491,BUBUT LAHER DEPAN,LR,,15,MENIT,10000.00
JS00495,LAS DONGKRAK,LR,,15,MENIT,50000.00
JS00496,GANTI LAHER GARDAN,LR,,20,MENIT,50000.00
JS00497,PASANG LAHER NOKEN,HR,,20,MENIT,40000.00
JS00498,LAS BODY,LR,,15,MENIT,20000.00
JS00499,CEK MESIN,LR,,15,MENIT,15000.00
JS00500,PASANG CRANKCASE,LR,,20,MENIT,15000.00
JS00501,SERVIS KABURATOR,LS,,20,MENIT,30000.00
JS00502,PASANG STAND ASSY/DONGKRAK,LS,,20,MENIT,20000.00
JS00503,SERVIS KUNCI TANGKI,LS,,30,MENIT,25000.00
JS00504,GANTI BUSI,LR,,5,MENIT,10000.00
JS00505,BUBUT SPION,LR,,1,HARI,75000.00
JS00507,LAS TAP OLI,LR,,1,HARI,10000.00
JS00508,STEL PELENG  PLUS  ROJI,LR,,3,JAM,175000.00
JS00509,LAS BUBUT,LR,,3,JAM,30000.00
JS00510,GANTI SEAL PERSNELENG,LR,,2,MENIT,5000.00
JS00536,GANTI BOTTEM DEPAN,LR,,30,MENIT,25000.00
JS0054,GASKET HEAD CYLINDER,LR,,30,MENIT,20000.00
JS0058,SERVIS CVT ADV,LS,,30,MENIT,60000.00
JS00614,SERVIS TRHOTTLE BODY,OTHER,,30,MENIT,60000.00
JS0064,PASANG KLAKSON,LS,,30,MENIT,35000.00
JS0082,GANTI TERMOSTAT ASSY,OTHER,,30,MENIT,30000.00
JS0087,SERVIS RELAY RETING,OTHER,,10,MENIT,10000.00
JS009,PASANG SAYAP DEPAN,OTHER,,30,MENIT,20000.00
JS0101,PIR DONGKRAK,OTHER,,5,MENIT,10000.00
JS0111,GASKET WATER PUMP,OTHER,,10,MENIT,15000.00
JS01121,GANTI KONES PCX,OTHER,,5,JAM,225000.00
JS01123,SERVIS KONES SPORT,OTHER,,1,JAM,120000.00
JS0114,GANTI SHOCK DEPAN PCX,LR,,30,MENIT,50000.00
JS01145,GASKET STATOR BASE,OTHER,,10,MENIT,20000.00
JS0115,GANTI SHOCK BELAKANG PCX,LR,,30,MENIT,50000.00
JS012,GANTI LAHER RODA BELAKANG,OTHER,,30,MENIT,50000.00
JS0122,GANTI SPION RETING,LR,,10,MENIT,15000.00
JS0132,GANTI SEAL KOPLING PCX,OTHER,,30,MENIT,50000.00
JS01321,ENG CONTROL UNIT,OTHER,,30,MENIT,100000.00
JS01330,GANTI PINTIL,OTHER,,15,MENIT,10000.00
JS01545,SARINGAN POMPA,OTHER,,15,MENIT,25000.00
JS0200,GO BOX,OTHER,,1,JAM,105000.00
JS0211,GANTI SEAL AS RODA BELAKANG,OTHER,,30,MENIT,50000.00
JS02112,SAKLAR IDDLING STOP,LR,,15,MENIT,10000.00
JS02115,MUR KONES/THRE AD  HEAD TOP,OTHER,,10,MENIT,50000.00
JS0212,FAN COVER COMP,OTHER,,15,MENIT,10000.00
JS0214,GANTI KABEL GAS MATIC,OTHER,,20,MENIT,30000.00
JS0220,SAKLAR LAMPU TIGA,OTHER,,15,MENIT,10000.00
JS0221,CAIRAN TUBLES,OTHER,,5,MENIT,10000.00
JS02212,CEK SEKERING,OTHER,,15,MENIT,10000.00
JS0222,GANTI V-BELT PCX,LS,,15,MENIT,45000.00
JS02221,GANTI SEAL SHOCK DPN MATIC,LR,,30,MENIT,45000.00
JS0223,GANTI SEAL SHOCK DEPAN MATIC,LR,,30,MENIT,45000.00
JS0233,CEK BAN BELAKANG PCX,OTHER,,30,MENIT,60000.00
JS0254,SAKELAR RETING,OTHER,,15,MENIT,15000.00
JS0255,GANTI PIR HANDLE,OTHER,,15,MENIT,10000.00
JS0302,COVER SARINGAN UDARA,OTHER,,5,MENIT,10000.00
JS0320,SERVIS STARTER PCX,OTHER,,30,MENIT,50000.00
JS0321,PASANG BOX MOTOR BELAKANG,OTHER,,30,MENIT,50000.00
JS0325,GANTI COVER TAIL BLKNG,OTHER,,20,MENIT,30000.00
JS0328,LAS MASTER REM,OTHER,,30,MENIT,85000.00
JS0330,NYLEP,OTHER,,30,MENIT,100000.00
JS0332,PERBAIKAN TENSIONER,OTHER,,15,MENIT,25000.00
JS03321,CEK MOTOR MATI PCX,OTHER,,30,MENIT,50000.00
JS0333,GANTI OLI PLUS SPORT,OR+,,10,MENIT,10000.00
JS0345,PASANG EMBLEM,OTHER,,15,MENIT,30000.00
JS0445,GANTI GASKET CYLINDER,LR,,15,MENIT,20000.00
JS0541,STEL KONES SPORT,OTHER,,30,MENIT,50000.00
js100,jasa,LR,,60,MENIT,100000.00
JS10001,GANTI FACE COMP PCX,LS,,15,MENIT,45000.00
JS1002,GANTI SEAL SHOCK DPN CUB,OTHER,,30,MENIT,35000.00
JS1021,GANTI VISOR,OTHER,,10,MENIT,15000.00
JS10320,GANTI ARM,OTHER,,2,JAM,100000.00
JS10321,COVER R UNDER,OTHER,,15,MENIT,20000.00
JS1102,GANTI ROLLER PCX,OTHER,,15,MENIT,35000.00
JS111,GANTI COVER L FR PCX,OTHER,,30,MENIT,30000.00
JS1120,GANJEL SENSOR TP,OTHER,,15,MENIT,20000.00
JS1121,CEK KABEL ADV,OTHER,,30,MENIT,50000.00
JS11521,CEK KLAKSON PCX,OTHER,,20,MENIT,20000.00
JS1220,GANTI KAMPAS REM DEPAN SPORT,OTHER,,15,MENIT,35000.00
JS1222,GANTI KAMPAS REM BELAKANG SPORT,OTHER,,20,MENIT,60000.00
JS14455,SOK TEMPAT LAHER DI KRINGKIS,OTHER,,5,JAM,320000.00
JS201,GANTI SLOP GAS KANAN,LR,,10,MENIT,25000.00
JS2012,GANTI RELAY COMP POWER,OTHER,,30,MENIT,35000.00
JS2032,GANTI SELANG RADIATOR,OTHER,,30,MENIT,50000.00
JS20320,CEK KABEL PCX,OTHER,,30,MENIT,50000.00
JS210,GANTI SPION,LR,,5,MENIT,15000.00
JS211,GANTI COVER L FLOOR SIDE PCX,OTHER,,30,MENIT,30000.00
JS221,PASANG REFLEKTOR PCX,LR,,1,JAM,70000.00
JS23512,TAMBAH AIR RADIATOR,LR,,3,MENIT,7000.00
JS3001,GANTI SENSOR CKP,OTHER,,30,MENIT,35000.00
JS3211,SERVIS STARTER TANGAN,OTHER,,6,JAM,50000.00
JS3220,CEK MOTOR MATI SPORT,OTHER,,1,JAM,50000.00
JS3310,GANTI ROTAK,OTHER,,15,MENIT,30000.00
JS3550,GANTI LAHER GARDAN PCX,OTHER,,60,MENIT,70000.00
JS513212,GANTI BAN LUAR DEPAN PCX,LR,,20,MENIT,40000.00
JS5541,STEL RANTAI SPORT,OTHER,,15,MENIT,20000.00
JSGNTP01,GANTI PAKING,,,10,MENIT,20000.00
JSK,JASA KALIPER,LR,,30,MENIT,30000.00
jskun,jasa kunjung atau jemput,CS,,45,MENIT,15000.00
JSS,JASA,LR,,20,MENIT,15000.00
KAMPASREMBELAKANGPCX,KAMPAS REM BELAKANG PCX,LS,,30,MENIT,50000.00
KAMPASREMDEPANPCX,KAMPAS REM DEPAN PCX,LS,,15,MENIT,35000.00
KARETYOYO,KARET YOYO,HR,,1,JAM,50000.00
KD,PEMBERSIHAN KAMPAS DEPAN,LS,,30,MENIT,15000.00
KL,KELISTRIKAN,LR,,30,MENIT,50000.00
KL002,KELISTRIKAN,LR,,45,MENIT,100000.00
KLP,SETEL KLEP,LR,,35,MENIT,40000.00
KOLTERBLOCK,KOLTER BLOCK,HR,,3,HARI,35000.00
KOP,SERVIS KOP,HR,,1,HARI,125000.00
KRB,PEMBERSIHAN KAMPAS REM BELAKNG,LS,,20,MENIT,20000.00
LAHER,LAHER STANG BESAR,CS,,30,MENIT,30000.00
LAS,LAS,LR,,30,MENIT,45000.00
LAS LAS,LAS,HR,,30,MENIT,45000.00
LASBAUT,LAS BAUT,OTHER,,30,MENIT,45000.00
LASKNALPOT,LAS KNALPOT,OTHER,,5,MENIT,25000.00
LASPEGANGANREM,LAS PEGANGAN REM,OTHER,,30,MENIT,25000.00
lb,link rubber,HR,,30,MENIT,75000.00
LKRSI,LAS KRINGKIS,LR,,60,MENIT,300000.00
LRJEF0001,Jasa Engine Flush,LR,,45,MENIT,0.00
lss,lampu sein,LR,,15,MENIT,30000.00
MBB,MEMBRAN BENSIN,LS,,30,MENIT,35000.00
MINYAKREM,MINYAK REM,OTHER,,15,MENIT,15000.00
Mudik0124,Paket Mudik 1,CS,,45,MENIT,0.00
Mudik0224,Paket Mudik 2,CS,,45,MENIT,0.00
Mudik0324,Paket Mudik 3,CS,,45,MENIT,0.00
N22,ANGIN NITROGEN 2 BAN TAMBAH,LR,,1,MENIT,5000.00
OFGFC0001,OctoberFest - Go Flush CUB,OR+,,15,MENIT,71000.00
OFGFM0001,OctoberFest - Go Flush Matic,OR+,,15,MENIT,73000.00
OFGFS1001,OctoberFest - Go Flush Sport 1,OR+,,15,MENIT,85000.00
OFGFS2001,OctoberFest - Go Flush Sport 2,OR+,,15,MENIT,93000.00
OFSCB0001,OctoberFest - Special CUB,CS,,45,MENIT,96000.00
OFSMT0001,OctoberFest - Special Matic,CS,,45,MENIT,98000.00
OFSS10001,OctoberFest - Special Sport 1,CS,,45,MENIT,110000.00
OFSS20001,OctoberFest - Special Sport 2,CS,,15,MENIT,118000.00
OILSEAL,OIL SEAL,LR,,10,MENIT,25000.00
OR,Ganti Oli Plus,OR+,,5,MENIT,0.00
OTHERJOB,OTHER JOB,OTHER,,5,MENIT,0.00
P0100541,P01,LR,,20,MENIT,0.00
PAKET,PAKET SERVICE LENGKAP ADV,CS,,45,MENIT,120000.00
PAKETSUPERMATICPCX,PAKET SUPER MATIC PCX,CS,,45,MENIT,72000.00
PASANG,PASANG TUAS KOPLING,OTHER,,30,MENIT,50000.00
PASANGKULITSADEL,PASANG KULIT SADEL,OTHER,,5,MENIT,60000.00
PASANGPLAT,PASANG PLAT,LR,,10,MENIT,5000.00
PASANGSPIDOMETER,PASANG SPIDOMETER,LS,,30,MENIT,30000.00
PASANGSTIKER,PASANG STIKER,LR,,30,MENIT,30000.00
PASANGTOMBOLHASAD,PASANG TOMBOL HASAD,LR,,30,MENIT,30000.00
PASANGVARIASI,PASANG VARIASI,OTHER,,5,MENIT,15000.00
PAV,GANTI KONES PCX/ADV/VARIO160,LS,,2,JAM,135000.00
PCX,paket super matic pcx/adv/vario160,LR,,30,MENIT,45000.00
PEGANGANMASTERatauHOLDERMIRROR,PEGANGAN MASTER/ HOLDER MIRROR,LS,,30,MENIT,20000.00
PERTAMAX,PERTAMAX,OTHER,,10,MENIT,10000.00
PFB00550G,PERIKSA RANGKA GENIO,,,60,MENIT,62000.00
PFB00551B,PERIKSA RANGKA BEAT,,,48,MENIT,49600.00
PFB00552S,PERIKSA RANGKA SCOOPY,,,54,MENIT,55800.00
PFB00553V1,PERIKSA RANGKA VARIO160 ABS,,,78,MENIT,80600.00
PFB00554V2,PERIKSA RANGKA VARIO160 CBS,,,78,MENIT,80600.00
PFB00555G,GANTI RANGKA GENIO,,,6,JAM,378200.00
PFB00556B,GANTI RANGKA BEAT,,,6,JAM,384400.00
PFB00557S,GANTI RANGKA SCOOPY,,,6,JAM,359600.00
PFB00558V1,GANTI RANGKA VARIO160 ABS,,,7,JAM,452600.00
PFB00559V2,GANTI RANGKA VARIO160 CBS,,,7,JAM,452600.00
PFB00596G,TREATMENT RANGKA GENIO,,,127,MENIT,142600.00
PFB00597B,TREATMENT RANGKA BEAT,,,96,MENIT,99200.00
PFB00598S,TREATMENT RANGKA SCOOPY,,,114,MENIT,117800.00
PFB00599V1,TREATMENT RANGKA VARIO160 ABS,,,127,MENIT,136400.00
PFB00600V2,TREATMENT RANGKA VARIO160 CBS,,,127,MENIT,136400.00
PHPLEF023,PROMO GO FLUSH 23,LR,,15,MENIT,0.00
PHPLIC023,PROMO SERVICE INJECTOR CLEANER 23,LR,,15,MENIT,30000.00
piece slide,piece slide,LR,,15,MENIT,10000.00
PKB,PAKET BARONG(CS+CVT+INJEKSI),CS,,60,MENIT,83000.00
PKBPA,PAKET BARONG PCX/ADV(CS+CVT+INJEKSI),CS,,60,MENIT,90000.00
PKJ,PAKET JANGER MATIC(CS+CVT),CS,,60,MENIT,53000.00
PKJPA,PAKET JANGER PCX/ADV(CS+CVT),CS,,60,MENIT,60000.00
pl,pelumasan,OTHER,,15,MENIT,25000.00
PREMIUM,PREMIUM,OTHER,,5,MENIT,12000.00
PRESSASSHOCKDEPAN,PRESS AS SHOCK DEPAN,HR,,2,HARI,0.00
PROGOFL23,PROMO GO FLUSH 23,LR,,15,MENIT,0.00
PROINJ023,PROMO SERVICE INJECTOR CLEANER 23,LR,,15,MENIT,30000.00
PSLHI001,Paket Servis HIGH CUB? with Injector,CS,,45,MENIT,0.00
PSLHI002,Paket Servis HIGH MATIC with Injector,CS,,45,MENIT,0.00
PSLHI003,Paket Servis HIGH SPORT with Injector,CS,,45,MENIT,0.00
